scenario,treatment_var,panel,sample_group,period,treatment_group,n_couples
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cd,All other couples,333
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ce,"Husband shutdown, wife not",16
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ce,All other couples,328
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cf,"Husband shutdown, wife not",15
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cf,All other couples,304
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cg,"Husband shutdown, wife not",14
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,cg,All other couples,291
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ch,"Husband shutdown, wife not",15
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ch,All other couples,303
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ci,"Husband shutdown, wife not",15
combined,treat_husb_shutdown_wife_not,covid_wave,Young kids: 0-10,ci,All other couples,317
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,2019,"Husband shutdown, wife not",8
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,2019,All other couples,190
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,baseline,"Husband shutdown, wife not",8
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,baseline,All other couples,190
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ca,"Husband shutdown, wife not",8
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ca,All other couples,187
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cb,"Husband shutdown, wife not",6
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cb,All other couples,177
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cc,"Husband shutdown, wife not",6
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cc,All other couples,176
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cd,"Husband shutdown, wife not",7
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cd,All other couples,170
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ce,"Husband shutdown, wife not",6
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ce,All other couples,161
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cf,"Husband shutdown, wife not",7
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cf,All other couples,148
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cg,"Husband shutdown, wife not",7
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,cg,All other couples,153
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ch,"Husband shutdown, wife not",7
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ch,All other couples,154
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ci,"Husband shutdown, wife not",7
combined,treat_husb_shutdown_wife_not,covid_wave,Older kids: 11-17,ci,All other couples,164
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2009,"Husband shutdown, wife not",26
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2009,All other couples,757
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2010,"Husband shutdown, wife not",80
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2010,All other couples,1909
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2011,"Husband shutdown, wife not",89
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2011,All other couples,2008
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2012,"Husband shutdown, wife not",87
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2012,All other couples,2016
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2013,"Husband shutdown, wife not",82
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2013,All other couples,1993
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2014,"Husband shutdown, wife not",80
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2014,All other couples,1991
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2015,"Husband shutdown, wife not",98
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2015,All other couples,2185
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2016,"Husband shutdown, wife not",104
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2016,All other couples,2241
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2017,"Husband shutdown, wife not",94
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2017,All other couples,2203
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2018,"Husband shutdown, wife not",108
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2018,All other couples,2338
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2019,"Husband shutdown, wife not",85
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2019,All other couples,1832
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2020,"Husband shutdown, wife not",45
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2020,All other couples,1046
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2021,"Husband shutdown, wife not",51
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2021,All other couples,1172
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2022,"Husband shutdown, wife not",49
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2022,All other couples,1105
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2023,"Husband shutdown, wife not",45
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2023,All other couples,1094
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2024,"Husband shutdown, wife not",21
combined,treat_husb_shutdown_wife_not,history_future_year,All couples,2024,All other couples,388
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2009,"Husband shutdown, wife not",12
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2009,All other couples,291
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2010,"Husband shutdown, wife not",33
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2010,All other couples,712
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2011,"Husband shutdown, wife not",39
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2011,All other couples,750
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2012,"Husband shutdown, wife not",38
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2012,All other couples,753
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2013,"Husband shutdown, wife not",37
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2013,All other couples,743
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2014,"Husband shutdown, wife not",35
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2014,All other couples,727
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2015,"Husband shutdown, wife not",46
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2015,All other couples,858
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2016,"Husband shutdown, wife not",48
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2016,All other couples,854
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2017,"Husband shutdown, wife not",44
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2017,All other couples,851
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2018,"Husband shutdown, wife not",48
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2018,All other couples,908
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2019,"Husband shutdown, wife not",35
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2019,All other couples,702
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2020,"Husband shutdown, wife not",16
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2020,All other couples,367
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2021,"Husband shutdown, wife not",25
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2021,All other couples,409
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2022,"Husband shutdown, wife not",22
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2022,All other couples,405
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2023,"Husband shutdown, wife not",18
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2023,All other couples,398
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2024,"Husband shutdown, wife not",10
combined,treat_husb_shutdown_wife_not,history_future_year,Young kids: 0-10,2024,All other couples,146
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2009,"Husband shutdown, wife not",4
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2009,All other couples,143
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2010,"Husband shutdown, wife not",9
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2010,All other couples,338
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2011,"Husband shutdown, wife not",10
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2011,All other couples,360
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2012,"Husband shutdown, wife not",10
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2012,All other couples,364
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2013,"Husband shutdown, wife not",9
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2013,All other couples,346
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2014,"Husband shutdown, wife not",10
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2014,All other couples,349
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2015,"Husband shutdown, wife not",12
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2015,All other couples,363
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2016,"Husband shutdown, wife not",12
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2016,All other couples,378
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2017,"Husband shutdown, wife not",10
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2017,All other couples,372
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2018,"Husband shutdown, wife not",11
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2018,All other couples,386
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2019,"Husband shutdown, wife not",10
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2019,All other couples,308
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2020,"Husband shutdown, wife not",7
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2020,All other couples,182
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2021,"Husband shutdown, wife not",4
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2021,All other couples,207
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2022,"Husband shutdown, wife not",5
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2022,All other couples,164
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2023,"Husband shutdown, wife not",3
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2023,All other couples,169
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2024,"Husband shutdown, wife not",2
combined,treat_husb_shutdown_wife_not,history_future_year,Older kids: 11-17,2024,All other couples,73
